,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1000,0.24267348647117615,0.0710834413766861,0.05130486562848091,0.04312991723418236,0.03529835864901543,0.03167300298810005,0.025470295920968056,0.02487524412572384,0.020038476213812828,0.021392030641436577,0.018048273399472237,,,,
1403,0.27649563550949097,0.07269402593374252,0.054410457611083984,0.04368267208337784,0.03656768426299095,0.03037656471133232,0.028647279366850853,0.022186364978551865,0.020811107009649277,0.02044765092432499,0.019548749551177025,0.014604250900447369,,,
2283,0.24761317670345306,0.06869840621948242,0.04941289871931076,0.04149109870195389,0.03411392122507095,0.029677286744117737,0.02473403513431549,0.024015814065933228,0.021048642694950104,0.017202597111463547,0.016048068180680275,,,,
8170,0.2829068899154663,0.0718984603881836,0.0530778206884861,0.04349352419376373,0.038075968623161316,0.03173881024122238,0.025983277708292007,0.02373354695737362,0.022227726876735687,0.01884773001074791,0.016357233747839928,0.01403342466801405,,,
1550,0.25237634778022766,0.0727338045835495,0.059435948729515076,0.04540229216217995,0.03999477997422218,0.030681779608130455,0.028276605531573296,0.02651032991707325,0.021189145743846893,0.021504145115613937,0.021008193492889404,0.015174069441854954,,,
892,0.24080294370651245,0.0725352093577385,0.05526256188750267,0.046531353145837784,0.03779057785868645,0.03554057329893112,0.029437676072120667,0.02555929310619831,0.023160602897405624,0.021452726796269417,0.017287252470850945,0.0165274515748024,0.01654338464140892,,
3320,0.23733526468276978,0.07011552155017853,0.05128428712487221,0.04404198005795479,0.03636214882135391,0.03389625623822212,0.025700373575091362,0.0247400663793087,0.020579369738698006,0.01650678925216198,0.01983017846941948,0.013217800296843052,,,
526,0.2644504904747009,0.07217268645763397,0.05309809371829033,0.04435496777296066,0.03683855012059212,0.03337646648287773,0.0293657798320055,0.025140471756458282,0.025046449154615402,0.02068689838051796,0.01865585707128048,0.0178664643317461,,,
1548,0.4010156989097595,0.08245708048343658,0.05994692072272301,0.046040453016757965,0.038237832486629486,0.03182027116417885,0.02545969933271408,0.023412153124809265,0.020382320508360863,0.018323911353945732,0.018813762813806534,0.014579235576093197,,,
5527,0.3402855694293976,0.07528037577867508,0.05483117699623108,0.04485186189413071,0.034794535487890244,0.03289533033967018,0.026038747280836105,0.02361319586634636,0.022902240976691246,0.01820691116154194,0.0174639243632555,0.017871718853712082,,,
6320,0.253788024187088,0.07098229974508286,0.04939785599708557,0.041027169674634933,0.034387364983558655,0.029741453006863594,0.02401493676006794,0.02205676957964897,0.019654883071780205,0.019158635288476944,0.017396463081240654,0.0164337120950222,,,
5740,0.27736160159111023,0.06923343986272812,0.053293656557798386,0.041293662041425705,0.03650619462132454,0.030654244124889374,0.026939867064356804,0.022736018523573875,0.023259399458765984,0.019058050587773323,0.018316233530640602,0.016781946644186974,0.01562562584877014,,
5530,0.24161256849765778,0.06396837532520294,0.05040822923183441,0.03929850086569786,0.033807288855314255,0.03226291760802269,0.027137016877532005,0.023552415892481804,0.02193288691341877,0.017839189618825912,0.0167172122746706,,,,
6973,0.3075946569442749,0.0737352967262268,0.05534099414944649,0.045202337205410004,0.03757847100496292,0.030988113954663277,0.027813969179987907,0.021713795140385628,0.021266600117087364,0.018072042614221573,0.01807008497416973,,,,
9797,0.3040134012699127,0.07094170153141022,0.0523841455578804,0.03973774239420891,0.03419707342982292,0.027515744790434837,0.026864711195230484,0.01938713900744915,0.019962618127465248,0.01684707961976528,,,,,
9980,0.2854672968387604,0.07513931393623352,0.05400818586349487,0.045491185039281845,0.03920052945613861,0.03299431502819061,0.029885567724704742,0.026246845722198486,0.021845251321792603,0.019955867901444435,0.019253797829151154,0.017154881730675697,0.016655605286359787,0.01487370952963829,
9744,0.31301677227020264,0.07419992238283157,0.05412207171320915,0.04437475651502609,0.034107353538274765,0.029940253123641014,0.024125171825289726,0.023002078756690025,0.019804364070296288,0.017746811732649803,0.01652088761329651,0.016359372064471245,,,
7337,0.3261094093322754,0.07487551122903824,0.05692843720316887,0.04693833738565445,0.03742745891213417,0.033336639404296875,0.02881050296127796,0.02335742488503456,0.022211583331227303,0.017484739422798157,,,,,
8312,0.31202736496925354,0.0739566832780838,0.05435355380177498,0.04309763386845589,0.03758784756064415,0.030672376975417137,0.027003861963748932,0.02436986193060875,0.01780311018228531,0.018514346331357956,0.017386561259627342,0.015554024837911129,,,
6999,0.2993028461933136,0.07433630526065826,0.0542137585580349,0.04230283945798874,0.03894892707467079,0.029660802334547043,0.025604374706745148,0.02277020551264286,0.02141660638153553,0.018072446808218956,0.016793951392173767,,,,
3561,0.21450991928577423,0.06563135981559753,0.04968369007110596,0.04240233451128006,0.034246381372213364,0.028501808643341064,0.023346558213233948,0.02345406636595726,0.019865108653903008,0.01906931772828102,0.017739340662956238,0.016599515452980995,,,
1663,0.24011775851249695,0.07131853699684143,0.054546866565942764,0.043701283633708954,0.03663903474807739,0.030876798555254936,0.028287723660469055,0.02471901662647724,0.021482398733496666,0.01909407414495945,0.017062140628695488,0.01682935282588005,0.01613323763012886,,
9809,0.29429683089256287,0.07095304131507874,0.051838699728250504,0.04567227140069008,0.037848226726055145,0.03069174662232399,0.027350125834345818,0.021440962329506874,0.020986339077353477,0.017484884709119797,,,,,
5892,0.27912163734436035,0.07308141142129898,0.05443274974822998,0.042711060494184494,0.03837103769183159,0.029852859675884247,0.026567429304122925,0.02230675145983696,0.021834202110767365,0.01864875853061676,0.01747872494161129,0.01667921245098114,,,
2524,0.24630942940711975,0.07236380130052567,0.05891965329647064,0.04421243444085121,0.03942597657442093,0.03397830203175545,0.029983190819621086,0.02398168295621872,0.0248167272657156,0.024234311655163765,0.01837998814880848,0.01884600892663002,0.016778582707047462,0.016428517177700996,0.015314605087041855
2543,0.2386108934879303,0.06899280846118927,0.052019961178302765,0.042665332555770874,0.03482058644294739,0.02990856021642685,0.02504793182015419,0.02304660528898239,0.02057109773159027,0.019005555659532547,0.016321904957294464,0.015830323100090027,,,
756,0.274214506149292,0.07389505207538605,0.05007524415850639,0.04267077147960663,0.03492909297347069,0.029510723426938057,0.02636939287185669,0.022532444447278976,0.020325351506471634,0.01739508844912052,0.018475208431482315,0.0186702162027359,0.01506258174777031,,
4676,0.34693247079849243,0.07066547125577927,0.052137065678834915,0.03992548957467079,0.035882774740457535,0.031079847365617752,0.0279658492654562,0.022929450497031212,0.019538315013051033,0.019951606169342995,0.018776750192046165,0.017580382525920868,,,
8661,0.3113275468349457,0.07558127492666245,0.05560872703790665,0.046514131128787994,0.03801383450627327,0.033852141350507736,0.026604922488331795,0.02460300922393799,0.021112561225891113,0.020886601880192757,0.02058187685906887,0.01609974168241024,,,
8726,0.26740238070487976,0.06849544495344162,0.05386734753847122,0.045004114508628845,0.0388503298163414,0.03299897536635399,0.026305072009563446,0.02574494481086731,0.02320217154920101,0.01742500253021717,0.018431102856993675,0.01608177274465561,,,
9253,0.38680532574653625,0.07474707067012787,0.05460413172841072,0.0411071702837944,0.03656383603811264,0.029526133090257645,0.025785693898797035,0.024190200492739677,0.020024100318551064,0.01660200208425522,,,,,
5139,0.2837461233139038,0.073256716132164,0.054807793349027634,0.046167053282260895,0.03516574203968048,0.03303787112236023,0.02754364162683487,0.02637629210948944,0.02454717643558979,0.018002236261963844,0.020129568874835968,0.017754655331373215,0.017290616407990456,0.01506571564823389,
179,0.2805923521518707,0.07034029066562653,0.05547630414366722,0.04518422111868858,0.038225118070840836,0.02906304970383644,0.02926749922335148,0.02578715980052948,0.022179709747433662,0.020072732120752335,0.02065032161772251,0.01627703569829464,,,
1495,0.2598140835762024,0.06961262226104736,0.052594538778066635,0.0419883206486702,0.03476188704371452,0.02991115301847458,0.023501846939325333,0.023736074566841125,0.022589020431041718,0.017739227041602135,0.020233824849128723,0.013399810530245304,,,
355,0.32689905166625977,0.07348550111055374,0.05720214918255806,0.0489187128841877,0.04429301247000694,0.03403939679265022,0.03074810840189457,0.025545582175254822,0.024817675352096558,0.020946241915225983,0.019609801471233368,0.01870628073811531,0.015596127137541771,,
